seed,best_val_score,accuracy,precision,recall,f1,roc_auc,pr_auc
202,0.9239866733551025,0.8983679638478802,0.9383483402768446,0.852767854416659,0.8935135567463809,0.9622935757919867,0.969290091214521
303,0.9219746589660645,0.8600326712569274,0.9093844391209249,0.7997618393331501,0.8510576079539917,0.9420458542026919,0.949492318969819
404,0.9211241006851196,0.9006732721637838,0.9853534045937049,0.813440810967604,0.8911821770254901,0.9637862380986677,0.970969263135217
505,0.9210423231124878,0.8980626249980916,0.9566054917343794,0.8339592684192849,0.891082002512112,0.9617201894190748,0.9690700185857322
606,0.920780599117279,0.8993145142822248,0.9650120893187313,0.8286769869622301,0.8916632443531828,0.9634525922056805,0.9703939124212146
42,0.9232505559921265,0.9020167631028534,0.9644747054258096,0.8347786259541985,0.8949522063637554,0.9631151974614841,0.970434097707763
123,0.924003005027771,0.8994213828796507,0.941865964058911,0.8513893129770992,0.894345190364692,0.9624193315232377,0.9696435472842884
